,province,temperature
19103,陕西,-8.0
19104,陕西,-8.0
19105,陕西,-9.0
19106,陕西,-9.0
19107,陕西,-10.0
19108,陕西,-11.0
19109,陕西,-11.0
19110,陕西,-11.0
19111,陕西,-10.0
19112,陕西,-7.0
19113,陕西,-2.0
19114,陕西,4.0
19115,陕西,8.0
19116,陕西,10.0
19117,陕西,10.0
19118,陕西,7.0
19119,陕西,4.0
19120,陕西,1.0
19121,陕西,-1.0
19122,陕西,-3.0
19123,陕西,-4.0
19124,陕西,-3.0
19125,陕西,-4.0
19126,陕西,-5.0
19127,陕西,-6.0
19128,陕西,-7.0
19129,陕西,-8.0
19130,陕西,-8.0
19131,陕西,-9.0
19132,陕西,-9.0
19133,陕西,-10.0
19134,陕西,-10.0
19135,陕西,-10.0
19136,陕西,-10.0
19137,陕西,-7.0
19138,陕西,-2.0
19139,陕西,2.0
19140,陕西,7.0
19141,陕西,9.0
19142,陕西,11.0
19143,陕西,13.0
19144,陕西,7.0
19145,陕西,3.0
19146,陕西,3.0
19147,陕西,2.0
19148,陕西,1.0
19149,陕西,-1.0
19150,陕西,4.0
19151,陕西,1.0
19152,陕西,0.0
19153,陕西,-2.0
19154,陕西,-4.0
19155,陕西,-5.0
19156,陕西,-5.0
19157,陕西,-5.0
19158,陕西,-6.0
19159,陕西,-6.0
19160,陕西,-7.0
19161,陕西,-6.0
19162,陕西,-3.0
19163,陕西,-1.0
19164,陕西,4.0
19165,陕西,7.0
19166,陕西,9.0
19167,陕西,11.0
19168,陕西,11.0
19169,陕西,10.0
19170,陕西,9.0
19171,陕西,8.0
19172,陕西,6.0
19173,陕西,5.0
19174,陕西,4.0
19175,陕西,-2.0
19176,陕西,-3.0
19177,陕西,-4.0
19178,陕西,-5.0
19179,陕西,-5.0
19180,陕西,-6.0
19181,陕西,-7.0
19182,陕西,-8.0
19183,陕西,-8.0
19184,陕西,-8.0
19185,陕西,-8.0
19186,陕西,-7.0
19187,陕西,-4.0
19188,陕西,1.0
19189,陕西,6.0
19190,陕西,9.0
19191,陕西,10.0
19192,陕西,11.0
19193,陕西,11.0
19194,陕西,10.0
19195,陕西,7.0
19196,陕西,4.0
19197,陕西,1.0
19198,陕西,-1.0
19199,陕西,-2.0
19200,陕西,-2.0
19201,陕西,-2.0
19202,陕西,-2.0
19203,陕西,-3.0
19204,陕西,-4.0
19205,陕西,-4.0
19206,陕西,-5.0
19207,陕西,-4.0
19208,陕西,-4.0
19209,陕西,-4.0
19210,陕西,-4.0
19211,陕西,-3.0
19212,陕西,1.0
19213,陕西,4.0
19214,陕西,10.0
19215,陕西,11.0
19216,陕西,12.0
19217,陕西,12.0
19218,陕西,12.0
19219,陕西,6.0
19220,陕西,3.0
19221,陕西,1.0
19222,陕西,0.0
19223,陕西,-1.0
19224,陕西,-1.0
19225,陕西,-6.0
19226,陕西,-7.0
19227,陕西,-9.0
19228,陕西,-9.0
19229,陕西,-10.0
19230,陕西,-11.0
19231,陕西,-11.0
19232,陕西,-12.0
19233,陕西,-13.0
19234,陕西,-13.0
19235,陕西,-13.0
19236,陕西,-13.0
19237,陕西,-9.0
19238,陕西,-5.0
19239,陕西,0.0
19240,陕西,5.0
19241,陕西,7.0
19242,陕西,8.0
19243,陕西,8.0
19244,陕西,5.0
19245,陕西,1.0
19246,陕西,-2.0
19247,陕西,-4.0
19248,陕西,-5.0
19249,陕西,-6.0
19250,陕西,-4.0
19251,陕西,-5.0
19252,陕西,-6.0
19253,陕西,-7.0
19254,陕西,-8.0
19255,陕西,-8.0
19256,陕西,-9.0
19257,陕西,-9.0
19258,陕西,-10.0
19259,陕西,-10.0
19260,陕西,-10.0
19261,陕西,-10.0
19262,陕西,-7.0
19263,陕西,-2.0
19264,陕西,2.0
19265,陕西,7.0
19266,陕西,9.0
19267,陕西,11.0
19268,陕西,13.0
19269,陕西,7.0
19270,陕西,3.0
19271,陕西,3.0
19272,陕西,2.0
19273,陕西,1.0
19274,陕西,-1.0
19275,陕西,1.0
19276,陕西,1.0
19277,陕西,-1.0
19278,陕西,-1.0
19279,陕西,-3.0
19280,陕西,-3.0
19281,陕西,-5.0
19282,陕西,-6.0
19283,陕西,-6.0
19284,陕西,-6.0
19285,陕西,-7.0
19286,陕西,-6.0
19287,陕西,-4.0
19288,陕西,-1.0
19289,陕西,1.0
19290,陕西,3.0
19291,陕西,4.0
19292,陕西,5.0
19293,陕西,5.0
19294,陕西,4.0
19295,陕西,2.0
19296,陕西,1.0
19297,陕西,1.0
19298,陕西,0.0
19299,陕西,-1.0
19300,陕西,1.0
19301,陕西,0.0
19302,陕西,-1.0
19303,陕西,-2.0
19304,陕西,-4.0
19305,陕西,-5.0
19306,陕西,-4.0
19307,陕西,-6.0
19308,陕西,-6.0
19309,陕西,-8.0
19310,陕西,-7.0
19311,陕西,-7.0
19312,陕西,-4.0
19313,陕西,-3.0
19314,陕西,0.0
19315,陕西,3.0
19316,陕西,4.0
19317,陕西,5.0
19318,陕西,5.0
19319,陕西,3.0
19320,陕西,2.0
19321,陕西,1.0
19322,陕西,0.0
19323,陕西,-1.0
19324,陕西,-2.0
19325,陕西,-2.0
19326,陕西,-2.0
19327,陕西,-3.0
19328,陕西,-5.0
19329,陕西,-5.0
19330,陕西,-6.0
19331,陕西,-6.0
19332,陕西,-7.0
19333,陕西,-8.0
19334,陕西,-8.0
19335,陕西,-9.0
19336,陕西,-7.0
19337,陕西,-5.0
19338,陕西,-2.0
19339,陕西,1.0
19340,陕西,3.0
19341,陕西,4.0
19342,陕西,5.0
19343,陕西,5.0
19344,陕西,3.0
19345,陕西,2.0
19346,陕西,0.0
19347,陕西,-1.0
19348,陕西,-3.0
19349,陕西,-4.0
19350,陕西,-4.0
19351,陕西,-5.0
19352,陕西,-5.0
19353,陕西,-6.0
19354,陕西,-6.0
19355,陕西,-7.0
19356,陕西,-7.0
19357,陕西,-8.0
19358,陕西,-8.0
19359,陕西,-9.0
19360,陕西,-9.0
19361,陕西,-7.0
19362,陕西,-5.0
19363,陕西,-2.0
19364,陕西,0.0
19365,陕西,3.0
19366,陕西,6.0
19367,陕西,7.0
19368,陕西,7.0
19369,陕西,6.0
19370,陕西,3.0
19371,陕西,1.0
19372,陕西,-2.0
19373,陕西,-3.0
19374,陕西,-4.0
19375,陕西,2.0
19376,陕西,1.0
19377,陕西,0.0
19378,陕西,1.0
19379,陕西,0.0
19380,陕西,-1.0
19381,陕西,-3.0
19382,陕西,-5.0
19383,陕西,-6.0
19384,陕西,-6.0
19385,陕西,-8.0
19386,陕西,-5.0
19387,陕西,0.0
19388,陕西,2.0
19389,陕西,4.0
19390,陕西,6.0
19391,陕西,6.0
19392,陕西,7.0
19393,陕西,7.0
19394,陕西,5.0
19395,陕西,2.0
19396,陕西,-1.0
19397,陕西,-1.0
19398,陕西,-2.0
19399,陕西,-3.0
19400,陕西,3.0
19401,陕西,2.0
19402,陕西,2.0
19403,陕西,1.0
19404,陕西,0.0
19405,陕西,0.0
19406,陕西,-1.0
19407,陕西,-2.0
19408,陕西,-3.0
19409,陕西,-4.0
19410,陕西,-3.0
19411,陕西,-2.0
19412,陕西,1.0
19413,陕西,2.0
19414,陕西,3.0
19415,陕西,4.0
19416,陕西,6.0
19417,陕西,6.0
19418,陕西,5.0
19419,陕西,4.0
19420,陕西,1.0
19421,陕西,-1.0
19422,陕西,-1.0
19423,陕西,-1.0
19424,陕西,-2.0
19425,陕西,-3.0
19426,陕西,-4.0
19427,陕西,-5.0
19428,陕西,-6.0
19429,陕西,-6.0
19430,陕西,-5.0
19431,陕西,-8.0
19432,陕西,-8.0
19433,陕西,-8.0
19434,陕西,-9.0
19435,陕西,-9.0
19436,陕西,-8.0
19437,陕西,-5.0
19438,陕西,-1.0
19439,陕西,2.0
19440,陕西,4.0
19441,陕西,5.0
19442,陕西,6.0
19443,陕西,6.0
19444,陕西,5.0
19445,陕西,3.0
19446,陕西,0.0
19447,陕西,-2.0
19448,陕西,-3.0
19449,陕西,-4.0
19450,陕西,-5.0
19451,陕西,-6.0
19452,陕西,-7.0
19453,陕西,-8.0
19454,陕西,-8.0
19455,陕西,-9.0
19456,陕西,-9.0
19457,陕西,-10.0
19458,陕西,-10.0
19459,陕西,-11.0
19460,陕西,-11.0
19461,陕西,-10.0
19462,陕西,-7.0
19463,陕西,-3.0
19464,陕西,2.0
19465,陕西,5.0
19466,陕西,7.0
19467,陕西,8.0
19468,陕西,7.0
19469,陕西,7.0
19470,陕西,3.0
19471,陕西,0.0
19472,陕西,-2.0
19473,陕西,-4.0
19474,陕西,-5.0
19475,陕西,-4.0
19476,陕西,-4.0
19477,陕西,-5.0
19478,陕西,-6.0
19479,陕西,-7.0
19480,陕西,-7.0
19481,陕西,-8.0
19482,陕西,-8.0
19483,陕西,-9.0
19484,陕西,-10.0
19485,陕西,-10.0
19486,陕西,-9.0
19487,陕西,-6.0
19488,陕西,-1.0
19489,陕西,3.0
19490,陕西,6.0
19491,陕西,6.0
19492,陕西,7.0
19493,陕西,8.0
19494,陕西,5.0
19495,陕西,4.0
19496,陕西,2.0
19497,陕西,-1.0
19498,陕西,-3.0
19499,陕西,-4.0
19500,陕西,-3.0
19501,陕西,-4.0
19502,陕西,-5.0
19503,陕西,-6.0
19504,陕西,-7.0
19505,陕西,-7.0
19506,陕西,-8.0
19507,陕西,-9.0
19508,陕西,-9.0
19509,陕西,-9.0
19510,陕西,-10.0
19511,陕西,-9.0
19512,陕西,-5.0
19513,陕西,-2.0
19514,陕西,1.0
19515,陕西,3.0
19516,陕西,5.0
19517,陕西,7.0
19518,陕西,7.0
19519,陕西,6.0
19520,陕西,4.0
19521,陕西,1.0
19522,陕西,-1.0
19523,陕西,-2.0
19524,陕西,-3.0
19525,陕西,-3.0
19526,陕西,-4.0
19527,陕西,-5.0
19528,陕西,-5.0
19529,陕西,-6.0
19530,陕西,-6.0
19531,陕西,-7.0
19532,陕西,-7.0
19533,陕西,-8.0
19534,陕西,-8.0
19535,陕西,-8.0
19536,陕西,-7.0
19537,陕西,-5.0
19538,陕西,-2.0
19539,陕西,1.0
19540,陕西,4.0
19541,陕西,6.0
19542,陕西,7.0
19543,陕西,8.0
19544,陕西,6.0
19545,陕西,2.0
19546,陕西,1.0
19547,陕西,-1.0
19548,陕西,-2.0
19549,陕西,-2.0
19550,陕西,-4.0
19551,陕西,-5.0
19552,陕西,-5.0
19553,陕西,-6.0
19554,陕西,-7.0
19555,陕西,-7.0
19556,陕西,-8.0
19557,陕西,-8.0
19558,陕西,-9.0
19559,陕西,-9.0
19560,陕西,-9.0
19561,陕西,-8.0
19562,陕西,-5.0
19563,陕西,0.0
19564,陕西,6.0
19565,陕西,7.0
19566,陕西,9.0
19567,陕西,9.0
19568,陕西,10.0
19569,陕西,7.0
19570,陕西,2.0
19571,陕西,1.0
19572,陕西,0.0
19573,陕西,-1.0
19574,陕西,-2.0
19575,陕西,1.0
19576,陕西,1.0
19577,陕西,-1.0
19578,陕西,-1.0
19579,陕西,-3.0
19580,陕西,-3.0
19581,陕西,-5.0
19582,陕西,-6.0
19583,陕西,-6.0
19584,陕西,-6.0
19585,陕西,-7.0
19586,陕西,-6.0
19587,陕西,-4.0
19588,陕西,-1.0
19589,陕西,1.0
19590,陕西,3.0
19591,陕西,4.0
19592,陕西,5.0
19593,陕西,5.0
19594,陕西,4.0
19595,陕西,2.0
19596,陕西,1.0
19597,陕西,1.0
19598,陕西,0.0
19599,陕西,-1.0
19600,陕西,5.0
19601,陕西,4.0
19602,陕西,4.0
19603,陕西,2.0
19604,陕西,4.0
19605,陕西,2.0
19606,陕西,2.0
19607,陕西,0.0
19608,陕西,1.0
19609,陕西,1.0
19610,陕西,2.0
19611,陕西,4.0
19612,陕西,7.0
19613,陕西,8.0
19614,陕西,9.0
19615,陕西,9.0
19616,陕西,10.0
19617,陕西,10.0
19618,陕西,10.0
19619,陕西,8.0
19620,陕西,6.0
19621,陕西,5.0
19622,陕西,4.0
19623,陕西,3.0
19624,陕西,2.0
19625,陕西,5.0
19626,陕西,4.0
19627,陕西,4.0
19628,陕西,2.0
19629,陕西,4.0
19630,陕西,2.0
19631,陕西,2.0
19632,陕西,0.0
19633,陕西,1.0
19634,陕西,1.0
19635,陕西,2.0
19636,陕西,4.0
19637,陕西,7.0
19638,陕西,8.0
19639,陕西,9.0
19640,陕西,9.0
19641,陕西,10.0
19642,陕西,10.0
19643,陕西,10.0
19644,陕西,8.0
19645,陕西,6.0
19646,陕西,5.0
19647,陕西,4.0
19648,陕西,3.0
19649,陕西,2.0
19650,陕西,5.0
19651,陕西,5.0
19652,陕西,6.0
19653,陕西,4.0
19654,陕西,4.0
19655,陕西,3.0
19656,陕西,3.0
19657,陕西,2.0
19658,陕西,2.0
19659,陕西,1.0
19660,陕西,1.0
19661,陕西,3.0
19662,陕西,4.0
19663,陕西,6.0
19664,陕西,8.0
19665,陕西,10.0
19666,陕西,9.0
19667,陕西,10.0
19668,陕西,9.0
19669,陕西,9.0
19670,陕西,7.0
19671,陕西,6.0
19672,陕西,6.0
19673,陕西,6.0
19674,陕西,5.0
19675,陕西,1.0
19676,陕西,0.0
19677,陕西,-1.0
19678,陕西,-2.0
19679,陕西,-3.0
19680,陕西,-3.0
19681,陕西,-3.0
19682,陕西,-4.0
19683,陕西,-5.0
19684,陕西,-5.0
19685,陕西,-4.0
19686,陕西,-3.0
19687,陕西,2.0
19688,陕西,5.0
19689,陕西,7.0
19690,陕西,10.0
19691,陕西,11.0
19692,陕西,12.0
19693,陕西,12.0
19694,陕西,11.0
19695,陕西,7.0
19696,陕西,4.0
19697,陕西,3.0
19698,陕西,1.0
19699,陕西,-1.0
19700,陕西,1.0
19701,陕西,0.0
19702,陕西,0.0
19703,陕西,1.0
19704,陕西,1.0
19705,陕西,0.0
19706,陕西,-2.0
19707,陕西,-2.0
19708,陕西,-1.0
19709,陕西,0.0
19710,陕西,-1.0
19711,陕西,0.0
19712,陕西,4.0
19713,陕西,7.0
19714,陕西,9.0
19715,陕西,10.0
19716,陕西,10.0
19717,陕西,11.0
19718,陕西,11.0
19719,陕西,9.0
19720,陕西,6.0
19721,陕西,4.0
19722,陕西,2.0
19723,陕西,1.0
19724,陕西,0.0
19725,陕西,2.0
19726,陕西,-1.0
19727,陕西,-1.0
19728,陕西,-2.0
19729,陕西,-3.0
19730,陕西,-2.0
19731,陕西,-4.0
19732,陕西,-4.0
19733,陕西,-3.0
19734,陕西,-4.0
19735,陕西,-4.0
19736,陕西,-2.0
19737,陕西,3.0
19738,陕西,6.0
19739,陕西,7.0
19740,陕西,9.0
19741,陕西,10.0
19742,陕西,10.0
19743,陕西,10.0
19744,陕西,9.0
19745,陕西,5.0
19746,陕西,4.0
19747,陕西,2.0
19748,陕西,0.0
19749,陕西,-1.0
19750,陕西,-1.0
19751,陕西,-2.0
19752,陕西,-2.0
19753,陕西,-3.0
19754,陕西,-3.0
19755,陕西,-4.0
19756,陕西,-5.0
19757,陕西,-5.0
19758,陕西,-5.0
19759,陕西,-5.0
19760,陕西,-5.0
19761,陕西,-3.0
19762,陕西,3.0
19763,陕西,6.0
19764,陕西,8.0
19765,陕西,9.0
19766,陕西,11.0
19767,陕西,11.0
19768,陕西,11.0
19769,陕西,11.0
19770,陕西,6.0
19771,陕西,2.0
19772,陕西,0.0
19773,陕西,0.0
19774,陕西,0.0
19775,陕西,1.0
19776,陕西,1.0
19777,陕西,1.0
19778,陕西,0.0
19779,陕西,0.0
19780,陕西,-1.0
19781,陕西,-2.0
19782,陕西,-3.0
19783,陕西,-2.0
19784,陕西,-3.0
19785,陕西,-3.0
19786,陕西,-1.0
19787,陕西,2.0
19788,陕西,7.0
19789,陕西,9.0
19790,陕西,10.0
19791,陕西,11.0
19792,陕西,11.0
19793,陕西,11.0
19794,陕西,10.0
19795,陕西,8.0
19796,陕西,5.0
19797,陕西,3.0
19798,陕西,2.0
19799,陕西,1.0
19800,陕西,-3.0
19801,陕西,-5.0
19802,陕西,-5.0
19803,陕西,-6.0
19804,陕西,-6.0
19805,陕西,-6.0
19806,陕西,-5.0
19807,陕西,-6.0
19808,陕西,-6.0
19809,陕西,-8.0
19810,陕西,-7.0
19811,陕西,-2.0
19812,陕西,7.0
19813,陕西,8.0
19814,陕西,9.0
19815,陕西,10.0
19816,陕西,10.0
19817,陕西,10.0
19818,陕西,10.0
19819,陕西,8.0
19820,陕西,3.0
19821,陕西,2.0
19822,陕西,0.0
19823,陕西,3.0
19824,陕西,3.0
19825,陕西,3.0
19826,陕西,2.0
19827,陕西,1.0
19828,陕西,2.0
19829,陕西,1.0
19830,陕西,0.0
19831,陕西,-1.0
19832,陕西,-1.0
19833,陕西,-1.0
19834,陕西,-1.0
19835,陕西,-2.0
19836,陕西,-1.0
19837,陕西,3.0
19838,陕西,4.0
19839,陕西,7.0
19840,陕西,9.0
19841,陕西,11.0
19842,陕西,12.0
19843,陕西,12.0
19844,陕西,12.0
19845,陕西,9.0
19846,陕西,7.0
19847,陕西,6.0
19848,陕西,6.0
19849,陕西,4.0
19850,陕西,1.0
19851,陕西,-1.0
19852,陕西,-1.0
19853,陕西,-2.0
19854,陕西,-2.0
19855,陕西,-1.0
19856,陕西,0.0
19857,陕西,-3.0
19858,陕西,-3.0
19859,陕西,-3.0
19860,陕西,-3.0
19861,陕西,-2.0
19862,陕西,2.0
19863,陕西,6.0
19864,陕西,8.0
19865,陕西,10.0
19866,陕西,11.0
19867,陕西,12.0
19868,陕西,11.0
19869,陕西,10.0
19870,陕西,6.0
19871,陕西,5.0
19872,陕西,2.0
19873,陕西,1.0
19874,陕西,0.0
19875,陕西,5.0
19876,陕西,4.0
19877,陕西,4.0
19878,陕西,2.0
19879,陕西,4.0
19880,陕西,2.0
19881,陕西,2.0
19882,陕西,0.0
19883,陕西,1.0
19884,陕西,1.0
19885,陕西,2.0
19886,陕西,4.0
19887,陕西,7.0
19888,陕西,8.0
19889,陕西,9.0
19890,陕西,9.0
19891,陕西,10.0
19892,陕西,10.0
19893,陕西,10.0
19894,陕西,8.0
19895,陕西,6.0
19896,陕西,5.0
19897,陕西,4.0
19898,陕西,3.0
19899,陕西,2.0
19900,陕西,5.0
19901,陕西,4.0
19902,陕西,4.0
19903,陕西,2.0
19904,陕西,4.0
19905,陕西,2.0
19906,陕西,2.0
19907,陕西,0.0
19908,陕西,1.0
19909,陕西,1.0
19910,陕西,2.0
19911,陕西,4.0
19912,陕西,7.0
19913,陕西,8.0
19914,陕西,9.0
19915,陕西,9.0
19916,陕西,10.0
19917,陕西,10.0
19918,陕西,10.0
19919,陕西,8.0
19920,陕西,6.0
19921,陕西,5.0
19922,陕西,4.0
19923,陕西,3.0
19924,陕西,2.0
19925,陕西,4.0
19926,陕西,3.0
19927,陕西,2.0
19928,陕西,1.0
19929,陕西,0.0
19930,陕西,0.0
19931,陕西,-1.0
19932,陕西,-2.0
19933,陕西,-2.0
19934,陕西,-2.0
19935,陕西,-2.0
19936,陕西,-1.0
19937,陕西,1.0
19938,陕西,5.0
19939,陕西,8.0
19940,陕西,12.0
19941,陕西,14.0
19942,陕西,16.0
19943,陕西,16.0
19944,陕西,15.0
19945,陕西,12.0
19946,陕西,9.0
19947,陕西,7.0
19948,陕西,6.0
19949,陕西,5.0
19950,陕西,0.0
19951,陕西,-1.0
19952,陕西,-1.0
19953,陕西,-2.0
19954,陕西,-3.0
19955,陕西,-3.0
19956,陕西,-3.0
19957,陕西,-4.0
19958,陕西,-4.0
19959,陕西,-5.0
19960,陕西,-5.0
19961,陕西,-2.0
19962,陕西,1.0
19963,陕西,4.0
19964,陕西,8.0
19965,陕西,11.0
19966,陕西,13.0
19967,陕西,15.0
19968,陕西,16.0
19969,陕西,15.0
19970,陕西,9.0
19971,陕西,5.0
19972,陕西,3.0
19973,陕西,2.0
19974,陕西,1.0
19975,陕西,1.0
19976,陕西,0.0
19977,陕西,-1.0
19978,陕西,-2.0
19979,陕西,-2.0
19980,陕西,-3.0
19981,陕西,-4.0
19982,陕西,-4.0
19983,陕西,-4.0
19984,陕西,-5.0
19985,陕西,-5.0
19986,陕西,-3.0
19987,陕西,0.0
19988,陕西,4.0
19989,陕西,8.0
19990,陕西,12.0
19991,陕西,14.0
19992,陕西,16.0
19993,陕西,16.0
19994,陕西,13.0
19995,陕西,9.0
19996,陕西,6.0
19997,陕西,4.0
19998,陕西,2.0
19999,陕西,1.0
20000,陕西,4.0
20001,陕西,3.0
20002,陕西,2.0
20003,陕西,1.0
20004,陕西,0.0
20005,陕西,0.0
20006,陕西,-1.0
20007,陕西,-2.0
20008,陕西,-2.0
20009,陕西,-2.0
20010,陕西,-2.0
20011,陕西,-1.0
20012,陕西,1.0
20013,陕西,5.0
20014,陕西,8.0
20015,陕西,12.0
20016,陕西,14.0
20017,陕西,16.0
20018,陕西,16.0
20019,陕西,15.0
20020,陕西,12.0
20021,陕西,9.0
20022,陕西,7.0
20023,陕西,6.0
20024,陕西,5.0
20025,陕西,3.0
20026,陕西,2.0
20027,陕西,2.0
20028,陕西,1.0
20029,陕西,0.0
20030,陕西,0.0
20031,陕西,-1.0
20032,陕西,-1.0
20033,陕西,-1.0
20034,陕西,-2.0
20035,陕西,-2.0
20036,陕西,-1.0
20037,陕西,1.0
20038,陕西,4.0
20039,陕西,8.0
20040,陕西,12.0
20041,陕西,14.0
20042,陕西,16.0
20043,陕西,16.0
20044,陕西,13.0
20045,陕西,9.0
20046,陕西,7.0
20047,陕西,6.0
20048,陕西,5.0
20049,陕西,4.0
20050,陕西,4.0
20051,陕西,3.0
20052,陕西,2.0
20053,陕西,1.0
20054,陕西,0.0
20055,陕西,0.0
20056,陕西,-1.0
20057,陕西,-1.0
20058,陕西,-2.0
20059,陕西,-2.0
20060,陕西,-3.0
20061,陕西,0.0
20062,陕西,2.0
20063,陕西,4.0
20064,陕西,7.0
20065,陕西,10.0
20066,陕西,13.0
20067,陕西,16.0
20068,陕西,18.0
20069,陕西,17.0
20070,陕西,15.0
20071,陕西,12.0
20072,陕西,12.0
20073,陕西,10.0
20074,陕西,10.0
20075,陕西,7.0
20076,陕西,5.0
20077,陕西,4.0
20078,陕西,3.0
20079,陕西,2.0
20080,陕西,1.0
20081,陕西,0.0
20082,陕西,0.0
20083,陕西,-1.0
20084,陕西,-1.0
20085,陕西,-1.0
20086,陕西,1.0
20087,陕西,4.0
20088,陕西,7.0
20089,陕西,10.0
20090,陕西,14.0
20091,陕西,17.0
20092,陕西,18.0
20093,陕西,18.0
20094,陕西,16.0
20095,陕西,14.0
20096,陕西,12.0
20097,陕西,11.0
20098,陕西,9.0
20099,陕西,9.0
20100,陕西,4.0
20101,陕西,3.0
20102,陕西,2.0
20103,陕西,1.0
20104,陕西,0.0
20105,陕西,-1.0
20106,陕西,-1.0
20107,陕西,-2.0
20108,陕西,-2.0
20109,陕西,-3.0
20110,陕西,-3.0
20111,陕西,-1.0
20112,陕西,1.0
20113,陕西,4.0
20114,陕西,8.0
20115,陕西,12.0
20116,陕西,14.0
20117,陕西,16.0
20118,陕西,17.0
20119,陕西,15.0
20120,陕西,12.0
20121,陕西,9.0
20122,陕西,8.0
20123,陕西,7.0
20124,陕西,6.0
20125,陕西,6.0
20126,陕西,5.0
20127,陕西,4.0
20128,陕西,4.0
20129,陕西,3.0
20130,陕西,3.0
20131,陕西,3.0
20132,陕西,2.0
20133,陕西,2.0
20134,陕西,1.0
20135,陕西,1.0
20136,陕西,1.0
20137,陕西,2.0
20138,陕西,5.0
20139,陕西,7.0
20140,陕西,9.0
20141,陕西,11.0
20142,陕西,13.0
20143,陕西,14.0
20144,陕西,13.0
20145,陕西,11.0
20146,陕西,9.0
20147,陕西,8.0
20148,陕西,7.0
20149,陕西,6.0
20150,陕西,6.0
20151,陕西,5.0
20152,陕西,5.0
20153,陕西,4.0
20154,陕西,3.0
20155,陕西,3.0
20156,陕西,3.0
20157,陕西,2.0
20158,陕西,2.0
20159,陕西,2.0
20160,陕西,2.0
20161,陕西,2.0
20162,陕西,3.0
20163,陕西,6.0
20164,陕西,8.0
20165,陕西,12.0
20166,陕西,14.0
20167,陕西,15.0
20168,陕西,16.0
20169,陕西,14.0
20170,陕西,11.0
20171,陕西,9.0
20172,陕西,8.0
20173,陕西,6.0
20174,陕西,6.0
20175,陕西,4.0
20176,陕西,3.0
20177,陕西,2.0
20178,陕西,2.0
20179,陕西,1.0
20180,陕西,1.0
20181,陕西,0.0
20182,陕西,0.0
20183,陕西,0.0
20184,陕西,0.0
20185,陕西,0.0
20186,陕西,0.0
20187,陕西,2.0
20188,陕西,5.0
20189,陕西,9.0
20190,陕西,12.0
20191,陕西,14.0
20192,陕西,15.0
20193,陕西,16.0
20194,陕西,15.0
20195,陕西,11.0
20196,陕西,9.0
20197,陕西,7.0
20198,陕西,5.0
20199,陕西,5.0
20200,陕西,6.0
20201,陕西,5.0
20202,陕西,4.0
20203,陕西,4.0
20204,陕西,3.0
20205,陕西,2.0
20206,陕西,2.0
20207,陕西,1.0
20208,陕西,2.0
20209,陕西,2.0
20210,陕西,1.0
20211,陕西,1.0
20212,陕西,3.0
20213,陕西,6.0
20214,陕西,9.0
20215,陕西,11.0
20216,陕西,13.0
20217,陕西,14.0
20218,陕西,15.0
20219,陕西,13.0
20220,陕西,11.0
20221,陕西,10.0
20222,陕西,8.0
20223,陕西,7.0
20224,陕西,6.0
20225,陕西,6.0
20226,陕西,5.0
20227,陕西,4.0
20228,陕西,3.0
20229,陕西,3.0
20230,陕西,2.0
20231,陕西,2.0
20232,陕西,1.0
20233,陕西,1.0
20234,陕西,1.0
20235,陕西,1.0
20236,陕西,2.0
20237,陕西,3.0
20238,陕西,5.0
20239,陕西,9.0
20240,陕西,11.0
20241,陕西,15.0
20242,陕西,16.0
20243,陕西,17.0
20244,陕西,14.0
20245,陕西,11.0
20246,陕西,10.0
20247,陕西,8.0
20248,陕西,7.0
20249,陕西,6.0
20250,陕西,5.0
20251,陕西,4.0
20252,陕西,4.0
20253,陕西,3.0
20254,陕西,2.0
20255,陕西,2.0
20256,陕西,2.0
20257,陕西,1.0
20258,陕西,1.0
20259,陕西,0.0
20260,陕西,0.0
20261,陕西,0.0
20262,陕西,3.0
20263,陕西,7.0
20264,陕西,10.0
20265,陕西,13.0
20266,陕西,15.0
20267,陕西,16.0
20268,陕西,13.0
20269,陕西,12.0
20270,陕西,10.0
20271,陕西,8.0
20272,陕西,6.0
20273,陕西,6.0
20274,陕西,5.0
20275,陕西,4.0
20276,陕西,3.0
20277,陕西,3.0
20278,陕西,2.0
20279,陕西,1.0
20280,陕西,1.0
20281,陕西,0.0
20282,陕西,0.0
20283,陕西,-1.0
20284,陕西,-1.0
20285,陕西,-1.0
20286,陕西,0.0
20287,陕西,2.0
20288,陕西,5.0
20289,陕西,10.0
20290,陕西,13.0
20291,陕西,14.0
20292,陕西,16.0
20293,陕西,15.0
20294,陕西,12.0
20295,陕西,10.0
20296,陕西,8.0
20297,陕西,6.0
20298,陕西,5.0
20299,陕西,4.0
20300,陕西,6.0
20301,陕西,5.0
20302,陕西,4.0
20303,陕西,3.0
20304,陕西,3.0
20305,陕西,2.0
20306,陕西,2.0
20307,陕西,2.0
20308,陕西,2.0
20309,陕西,1.0
20310,陕西,1.0
20311,陕西,2.0
20312,陕西,5.0
20313,陕西,8.0
20314,陕西,12.0
20315,陕西,15.0
20316,陕西,17.0
20317,陕西,18.0
20318,陕西,18.0
20319,陕西,15.0
20320,陕西,12.0
20321,陕西,10.0
20322,陕西,8.0
20323,陕西,7.0
20324,陕西,6.0
20325,陕西,5.0
20326,陕西,4.0
20327,陕西,3.0
20328,陕西,3.0
20329,陕西,2.0
20330,陕西,1.0
20331,陕西,1.0
20332,陕西,0.0
20333,陕西,0.0
20334,陕西,-1.0
